Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Velt, A., Frommer, B., Blanc, S., Holtgräwe, D., Duchêne, É., Dumas, V., Grimplet, J., Hugueney, P., Kim, C., Lahaye, M., Matus, J.T., Navarro-Payá, D., Orduña, L., Tello-Ruiz, M.K., Vitulo, N., Ware, D., Rustenholz, C.","57191054581; 57216334719; 23134526900; 24922958600; 6602744259; 36496818700; 16024553100; 6602878234; 58080228700; 58080079900; 6603145533; 57220175449; 57221951085; 22837106700; 8682745200; 57206369615; 36442828800","An improved reference of the grapevine genome reasserts the origin of the PN40024 highly homozygous genotype",2023,"G3 (Bethesda, Md.)",13,"5",,,,,1,10.1093/g3journal/jkad067,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85159254183&partnerID=40&md5=59d828e3fcfd58f15f6267705aa95afb",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85159254183
"Shi, X., Cao, S., Wang, X., Huang, S., Wang, Y., Liu, Z., Liu, W., Leng, X., Peng, Y., Wang, N., Wang, Y., Ma, Z., Xu, X., Zhang, F., Xue, H., Zhong, H., Wang, Y., Zhang, K., Velt, A., Avia, K., Holtgräwe, D., Grimplet, J., Matus, J.T., Ware, D., Wu, X., Wang, H., Liu, C., Fang, Y., Rustenholz, C., Cheng, Z., Xiao, H., Zhou, Y.","58315965300; 58028258100; 58222168900; 58314228800; 57767729900; 56918822900; 55932561700; 55239900000; 57220886730; 57193870019; 57220192417; 57189493752; 58314979600; 57195240425; 56704260500; 57207471321; 57188749594; 57193096070; 57191054581; 26427979600; 24922958600; 16024553100; 6603145533; 57206369615; 57221065727; 25927620900; 36661151300; 55443700300; 36442828800; 57210726520; 57353546000; 36193466400","The complete reference genome for grapevine (Vitis vinifera L.) genetics and breeding",2023,"Horticulture Research",10,"5", uhad061,,,,,10.1093/hr/uhad061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85162069618&partnerID=40&md5=65b9c7e847088733550c95608007a8a4",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85162069618
"Maturana, C.J., Verpeut, J.L., Kooshkbaghi, M., Engel, E.A.","55805776700; 55615225600; 35746412400; 24280729900","Novel tool to quantify with single-cell resolution the number of incoming AAV genomes co-expressed in the mouse nervous system",2023,"Gene Therapy",30,"5",,463,468,,7,10.1038/s41434-021-00272-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85159525454&partnerID=40&md5=b240073d00348455876ae39f4618ebc4",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85159525454
"Cable, J., Rathmell, J.C., Pearce, E.L., Ho, P.-C., Haigis, M.C., Mamedov, M.R., Wu, M.-J., Kaech, S.M., Lynch, L., Febbraio, M.A., Bapat, S.P., Hong, H.S., Zou, W., Belkaid, Y., Sullivan, Z.A., Keller, A., Wculek, S.K., Green, D.R., Postic, C., Amit, I., Benitah, S.A., Jones, R.G., Reina-Campos, M., Torres, S.V., Beyaz, S., Brennan, D., O'Neill, L.A.J., Perry, R.J., Brenner, D.","57209332432; 7006622402; 7202372444; 23980146300; 6603254624; 55801756500; 56246949400; 7004219947; 24481865400; 7005885696; 56524998100; 57209001438; 7102660902; 6701726927; 55753617500; 57224713360; 35367665600; 35407483800; 6603885366; 6506649013; 8702853600; 8085780700; 56354668100; 57205193440; 48061020300; 8719294200; 57215789642; 55812163300; 8920285000","Immunometabolism at the crossroads of obesity and cancer—a Keystone Symposia report",2023,"Annals of the New York Academy of Sciences",1523,"1",,38,50,,,10.1111/nyas.14976,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85159316899&partnerID=40&md5=e6f824655582a5913fda9b2939937637",Article,Final,"",Scopus,2-s2.0-85159316899
"Bonham, C.A., Mandati, V., Singh, R.K., Pappin, D.J., Tonks, N.K.","37017981800; 57188866920; 58184712300; 7003371236; 35428426700","Coupling substrate-trapping with proximity-labeling to identify protein tyrosine phosphatase PTP1B signaling networks",2023,"Journal of Biological Chemistry",299,"5", 104582,,,,2,10.1016/j.jbc.2023.104582,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85151091689&partnerID=40&md5=7c80575f34c41efeb004fc4dcfa4cdb1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85151091689
"Ferrer, M., Anthony, T.G., Ayres, J.S., Biffi, G., Brown, J.C., Caan, B.J., Cespedes Feliciano, E.M., Coll, A.P., Dunne, R.F., Goncalves, M.D., Grethlein, J., Heymsfield, S.B., Hui, S., Jamal-Hanjani, M., Lam, J.M., Lewis, D.Y., McCandlish, D., Mustian, K.M., O'Rahilly, S., Perrimon, N., White, E.P., Janowitz, T.","57202288661; 7102538640; 12775815800; 55320486800; 35496055600; 7006297137; 13007197100; 58307216600; 55513466700; 30067648200; 26034356000; 36038154600; 55810006300; 42561216800; 58181260700; 55450291800; 37064920300; 57201524720; 7101607650; 7102932049; 57203337507; 55345325900","Cachexia: A systemic consequence of progressive, unresolved disease",2023,"Cell",186,"9",,1824,1845,,2,10.1016/j.cell.2023.03.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85153052207&partnerID=40&md5=f321f1b2c04faa8c64b4f8a2879b3ff3",Review,Final,"",Scopus,2-s2.0-85153052207
"Yang, T., Yu, K., Zhang, X., Xiao, X., Chen, X., Fu, Y., Li, B.","57219223896; 56447621200; 55220520500; 57215551578; 56071710400; 55712863300; 55565756000","Plastic and stimulus-specific coding of salient events in the central amygdala",2023,"Nature",616,"7957",,510,519,,,10.1038/s41586-023-05910-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85151746438&partnerID=40&md5=639ee309d9b528217b2a98543006409d",Article,Final,"",Scopus,2-s2.0-85151746438
"Zhang, Q., Yang, L., Liu, Y.H., Wilkinson, J.E., Krainer, A.R.","57194166164; 57266419900; 36196813400; 57216945436; 56744420600","Antisense oligonucleotide therapy for H3.3K27M diffuse midline glioma",2023,"Science Translational Medicine",15,"691", eadd8280,,,,3,10.1126/scitranslmed.add8280,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85152338017&partnerID=40&md5=789196aac2beb1a1088e2e73324d4990",Article,Final,"",Scopus,2-s2.0-85152338017
"Ottonello, A., Wyllie, J.A., Yahiaoui, O., Sun, S., Koelln, R.A., Homer, J.A., Johnson, R.M., Murray, E., Williams, P., Bolla, J.R., Robinson, C.V., Fallon, T., Soares da Costa, T.P., Moses, J.E.","57217056107; 57226453780; 57201745431; 58036740400; 57364255600; 57364255500; 58171313300; 57205927883; 7404955994; 55090799200; 57216140612; 35423903300; 55911127300; 7202080859","Shapeshifting bullvalene-linked vancomycin dimers as effective antibiotics against multidrug-resistant gram-positive bacteria",2023,"Proceedings of the National Academy of Sciences of the United States of America",120,"15", e2208737120,,,,1,10.1073/pnas.2208737120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85151653679&partnerID=40&md5=a54d111c6c257ce2b0f6362d05755aba",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85151653679
"Mousset, A., Lecorgne, E., Bourget, I., Lopez, P., Jenovai, K., Cherfils-Vicini, J., Dominici, C., Rios, G., Girard-Riboulleau, C., Liu, B., Spector, D.L., Ehmsen, S., Renault, S., Hego, C., Mechta-Grigoriou, F., Bidard, F.-C., Terp, M.G., Egeblad, M., Gaggioli, C., Albrengues, J.","57219536891; 57463539200; 6602494752; 57196509354; 57205337897; 23099266100; 56428757400; 14058830700; 58176407100; 56538954000; 35565902300; 41861311400; 57256396900; 55603763000; 57204716894; 23017989200; 55317055000; 7004320104; 6507604160; 53880969500","Neutrophil extracellular traps formed during chemotherapy confer treatment resistance via TGF-β activation",2023,"Cancer Cell",41,"4",,757,775.e10,,1,10.1016/j.ccell.2023.03.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85151536372&partnerID=40&md5=994e3b5f13ce73eb7f0a68f261e7176e",Article,Final,"",Scopus,2-s2.0-85151536372
"Chung, T., Garcia, L., Swamynathan, M.M., Froeling, F.E.M., Trotman, L.C., Tuveson, D.A., Lyons, S.K.","58026135900; 57222393659; 57189591775; 35169139200; 6603486818; 6701721348; 7102022142","Internally Controlled and Dynamic Optical Measures of Functional Tumor Biology",2023,"Analytical Chemistry",95,"13",,5661,5670,,,10.1021/acs.analchem.2c05450,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85151158964&partnerID=40&md5=586431a116fe788a7abc6ae2dff30ae8",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85151158964
"Chang, M.C., Staklinski, S.J., Malut, V.R., Pierre, G.L., Kilberg, M.S., Merritt, M.E.","57226855978; 57215864433; 58221144700; 58221809900; 7005089539; 7005214822","Metabolomic Profiling of Asparagine Deprivation in Asparagine Synthetase Deficiency Patient-Derived Cells",2023,"Nutrients",15,"8", 1938,,,,,10.3390/nu15081938,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85156155366&partnerID=40&md5=51ca2ad80fa1646616711b90345fd897",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85156155366
"Moravec, J.C., Lanfear, R., Spector, D.L., Diermeier, S.D., Gavryushkin, A.","57202647881; 25228756200; 35565902300; 26535804400; 58202826700","Testing for Phylogenetic Signal in Single-Cell RNA-Seq Data",2023,"Journal of Computational Biology",30,"4",,518,537,,1,10.1089/cmb.2022.0357,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85152881167&partnerID=40&md5=2654e718d692d052b9a7174608ab47d2",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85152881167
"Sever, R., Carvalho, T.","7004676236; 58177624700","What is the Future of Preprint Peer Review?",2023,"Acta Medica Portuguesa",36,"4",,225,226,,,10.20344/amp.19675,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85152168288&partnerID=40&md5=9d15fec73ce3993a523ab95cb108894d",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85152168288
"Akagi, K., Symer, D.E., Mahmoud, M., Jiang, B., Goodwin, S., Wangsa, D., Li, Z., Xiao, W., Dunn, J.D., Ried, T., Coombes, K.R., Sedlazeck, F.J., Gillison, M.L.","7102392372; 6602831373; 57210461513; 57226378825; 56950048700; 57195627775; 57947493100; 7202456595; 8974200000; 7005331565; 6701706213; 55246029800; 6602118345","Intratumoral Heterogeneity and Clonal Evolution Induced by HPV Integration",2023,"Cancer Discovery",13,"4",,910,927,,4,10.1158/2159-8290.CD-22-0900,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85151574391&partnerID=40&md5=91a7c22a6ebfff963a7ff7667121f08b",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85151574391
"Tonks, N.K.","35428426700","Protein Tyrosine Phosphatases: Mighty oaks from little acorns grow",2023,"IUBMB Life",75,"4",,337,352,,,10.1002/iub.2716,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150961953&partnerID=40&md5=b3d50924091ada59ad5840629650515d",Conference Paper,Final,"",Scopus,2-s2.0-85150961953
"Hastings, M.L., Krainer, A.R.","7103214228; 56744420600","RNA therapeutics",2023,"RNA",29,"4",,393,395,,,10.1261/rna.079626.123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150665811&partnerID=40&md5=31eed0e89d1efecc580b53f65c6d9da7",Review,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85150665811
"Xiao, Y., Yee, C., Zhao, C.Z., Martinez, M.A.Q., Zhang, W., Shen, K., Matus, D.Q., Hammell, C.","57223245880; 56060003700; 57988781400; 57213181885; 56918897300; 7201458109; 8599640100; 6506152651","An expandable FLP-ON::TIR1 system for precise spatiotemporal protein degradation in Caenorhabditis elegans",2023,"Genetics",223,"4", iyad013,,,,1,10.1093/genetics/iyad013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150620103&partnerID=40&md5=022e3c23ac0087291aeba87a2b634d31",Article,Final,"",Scopus,2-s2.0-85150620103
"Sever, R.","7004676236","We need a plan D",2023,"Nature Methods",20,"4",,473,474,,,10.1038/s41592-023-01817-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85149283279&partnerID=40&md5=a8f2c4ce846e2c4db2a91f1722d61e7b",Letter,Final,"",Scopus,2-s2.0-85149283279
"Lee, H., Ciabatti, E., González-Rueda, A., Williams, E., Nugent, F., Mookerjee, S., Morgese, F., Tripodi, M.","57271201100; 57204274762; 55994372400; 58121634800; 57205389430; 57217214461; 57194722780; 57204279771","Combining long-term circuit mapping and network transcriptomics with SiR-N2c",2023,"Nature Methods",20,"4",,580,589,,,10.1038/s41592-023-01787-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85149110358&partnerID=40&md5=4301f7d8ed4965d41796be74ca097eb8",Article,Final,"",Scopus,2-s2.0-85149110358
"San Martin, R., Moffitt, A., Loveless, T., Brixius-Anderko, S.","56168898300; 55360304100; 56734298600; 56845930100","Recruiting women faculty through inclusive, family-friendly practices",2023,"Trends in Biochemical Sciences",48,"4",,311,314,,,10.1016/j.tibs.2023.01.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85148734278&partnerID=40&md5=3b5b637ddbfae5e790512b23618dce5c",Note,Final,"",Scopus,2-s2.0-85148734278
"Mou, H., Eskiocak, O., Özler, K.A., Gorman, M., Yue, J., Jin, Y., Wang, Z., Gao, Y., Janowitz, T., Meyer, H.V., Yu, T., Wilkinson, J.E., Kucukural, A., Ozata, D.M., Beyaz, S.","56684700000; 57219399307; 57260700000; 56305378800; 57652846100; 58025356800; 35103769100; 57652846200; 55345325900; 57102458200; 57203942143; 57216945436; 15124994000; 53865382000; 48061020300","CRISPR-induced exon skipping of β-catenin reveals tumorigenic mutants driving distinct subtypes of liver cancer",2023,"Journal of Pathology",259,"4",,415,427,,,10.1002/path.6054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85147507102&partnerID=40&md5=6426fdc0b0b940e569a6732cb64b4f75",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85147507102
"Fischer, K.B., Collins, H.K., Pang, Y., Roy, D.S., Zhang, Y., Feng, G., Li, S.-J., Kepecs, A., Callaway, E.M.","57212655968; 57212648194; 57219809029; 56673441200; 57226760428; 7401641897; 56080348300; 6603111953; 7005525489","Monosynaptic restriction of the anterograde herpes simplex virus strain H129 for neural circuit tracing",2023,"Journal of Comparative Neurology",531,"5",,584,595,,1,10.1002/cne.25451,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85146071679&partnerID=40&md5=192dcea9bfe8cde6a41b033c734ae4fb",Article,Final,"",Scopus,2-s2.0-85146071679
"Fisher, M.L., Balinth, S., Mills, A.A.","56027180600; 57216885796; 7202863188","ΔNp63α in cancer: importance and therapeutic opportunities",2023,"Trends in Cell Biology",33,"4",,280,292,,1,10.1016/j.tcb.2022.08.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85138079231&partnerID=40&md5=e91b1971883133e50e448c95cba846a4",Review,Final,"",Scopus,2-s2.0-85138079231
"Rozowsky, J., Gao, J., Borsari, B., Yang, Y.T., Galeev, T., Gürsoy, G., Epstein, C.B., Xiong, K., Xu, J., Li, T., Liu, J., Yu, K., Berthel, A., Chen, Z., Navarro, F., Sun, M.S., Wright, J., Chang, J., Cameron, C.J.F., Shoresh, N., Gaskell, E., Drenkow, J., Adrian, J., Aganezov, S., Aguet, F., Balderrama-Gutierrez, G., Banskota, S., Corona, G.B., Chee, S., Chhetri, S.B., Cortez Martins, G.C., Danyko, C., Davis, C.A., Farid, D., Farrell, N.P., Gabdank, I., Gofin, Y., Gorkin, D.U., Gu, M., Hecht, V., Hitz, B.C., Issner, R., Jiang, Y., Kirsche, M., Kong, X., Lam, B.R., Li, S., Li, B., Li, X., Lin, K.Z., Luo, R., Mackiewicz, M., Meng, R., Moore, J.E., Mudge, J., Nelson, N., Nusbaum, C., Popov, I., Pratt, H.E., Qiu, Y., Ramakrishnan, S., Raymond, J., Salichos, L., Scavelli, A., Schreiber, J.M., Sedlazeck, F.J., See, L.H., Sherman, R.M., Shi, X., Shi, M., Sloan, C.A., Strattan, J.S., Tan, Z., Tanaka, F.Y., Vlasova, A., Wang, J., Werner, J., Williams, B., Xu, M., Yan, C., Yu, L., Zaleski, C., Zhang, J., Ardlie, K., Cherry, J.M., Mendenhall, E.M., Noble, W.S., Weng, Z., Levine, M.E., Dobin, A., Wold, B., Mortazavi, A., Ren, B., Gillis, J., Myers, R.M., Snyder, M.P., Choudhary, J., Milosavljevic, A., Schatz, M.C., Bernstein, B.E., Guigó, R., Gingeras, T.R., Gerstein, M.","6603143559; 57208581720; 57209288068; 56510779600; 37113771800; 30767486600; 57210962357; 57192874713; 36015754600; 57210989339; 57210989346; 58073132600; 57850231500; 57217671916; 53981891200; 58073132700; 57196476362; 58073382100; 56996789500; 6602812523; 26421576600; 6603366956; 14622352300; 57209844557; 10142752100; 57210206801; 57110303100; 58073382200; 57200948183; 57201880337; 58158150400; 57213280693; 57193048403; 57702851500; 57102953700; 34568581500; 55241667000; 35722107800; 57193772370; 55682852000; 15759752800; 6508143292; 58055018900; 57212536203; 57208345137; 57211913235; 57221639822; 55822000700; 58157110900; 57211913405; 35763988800; 9234998200; 58157111000; 57203486645; 7004105304; 58072376800; 6602346779; 57224445035; 55744916900; 56525848800; 57209863093; 57218321972; 26030103900; 57211564421; 57195805538; 55246029800; 7006538253; 57196579309; 57210577634; 54391787600; 37665991100; 6508320228; 58071879600; 56888366900; 56370660800; 57468731300; 57313737500; 7404501689; 57195340740; 55840897000; 55331307700; 55350289800; 57207955072; 57211566335; 7202723332; 9741377300; 7102482003; 57203049663; 7404034758; 57211370910; 55657493800; 36466794400; 7102054727; 35578536500; 7403700738; 57216999198; 7003922280; 7004058696; 7102406086; 7102881574; 57221993056; 7003527869; 24755400900","The EN-TEx resource of multi-tissue personal epigenomes &amp; variant-impact models",2023,"Cell",186,"7",,1493,1511.e40,,1,10.1016/j.cell.2023.02.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150862475&partnerID=40&md5=c47cf9f6588051cfcb24ad68f627fa7a",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85150862475
"Hirschhorn, D., Budhu, S., Kraehenbuehl, L., Gigoux, M., Schröder, D., Chow, A., Ricca, J.M., Gasmi, B., De Henau, O., Mangarin, L.M.B., Li, Y., Hamadene, L., Flamar, A.-L., Choi, H., Cortez, C.A., Liu, C., Holland, A., Schad, S., Schulze, I., Betof Warner, A., Hollmann, T.J., Arora, A., Panageas, K.S., Rizzuto, G.A., Duhen, R., Weinberg, A.D., Spencer, C.N., Ng, D., He, X.-Y., Albrengues, J., Redmond, D., Egeblad, M., Wolchok, J.D., Merghoub, T.","57211383852; 6508215089; 57457020700; 36437065100; 57225955100; 35984443700; 56036363100; 56612390400; 36156248700; 57200753808; 35573963400; 57306207400; 26435299800; 57218980254; 54402504500; 36768599400; 57217063830; 56998575500; 55549373300; 57203452942; 56010946900; 56533198600; 7004398952; 6602836160; 54784206800; 7202001911; 56498567100; 57204029006; 57202829178; 53880969500; 56605943700; 7004320104; 7003481268; 57203230585","T cell immunotherapies engage neutrophils to eliminate tumor antigen escape variants",2023,"Cell",186,"7",,1432,1447.e17,,3,10.1016/j.cell.2023.03.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150786421&partnerID=40&md5=174a89a1accd8a9773410d27700ce0df",Article,Final,"",Scopus,2-s2.0-85150786421
"Shrestha, P., Jaganathan, A., Huilgol, D., Ballon, C., Hwangbo, Y., Mills, A.A.","57204765254; 36096638300; 16024435500; 57403747600; 57404094000; 7202863188","Chd5 Regulates the Transcription Factor Six3 to Promote Neuronal Differentiation",2023,"Stem cells (Dayton, Ohio)",41,"3",,242,251,,,10.1093/stmcls/sxad002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85150665383&partnerID=40&md5=251cf2c0401a2d867bbbb99d7b2471df",Article,Final,"",Scopus,2-s2.0-85150665383
"Adrover, J.M., McDowell, S.A.C., He, X.-Y., Quail, D.F., Egeblad, M.","56449039600; 57210945764; 57202829178; 54788399900; 7004320104","NETworking with cancer: The bidirectional interplay between cancer and neutrophil extracellular traps",2023,"Cancer Cell",41,"3",,505,526,,2,10.1016/j.ccell.2023.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85149964323&partnerID=40&md5=9505ffda3b60b70aeed192aad6d369f0",Review,Final,"",Scopus,2-s2.0-85149964323
